ncName,ncType,Score
hsa-mir-34a-3p,miRNA,-1.0
hsa-mir-34c-5p,miRNA,-1.0
hsa-miR-3529-5p,miRNA,-1.0
hsa-miR-365b-3p,miRNA,-1.0
hsa-mir-367-3p,miRNA,-1.0
hsa-miR-3681-3p,miRNA,-1.0
hsa-miR-370,miRNA,-1.0
hsa-miR-372,miRNA,-1.0
hsa-mir-374a-3p,miRNA,-1.0
hsa-miR-378f,miRNA,-1.0
hsa-miR-378h,miRNA,-1.0
hsa-miR-378i,miRNA,-1.0
hsa-miR-381-3p,miRNA,-1.0
hsa-miR-382-5p,miRNA,-1.0
hsa-mir-411,miRNA,-1.0
hsa-mir-421,miRNA,-1.0
hsa-miR-424-5p,miRNA,-1.0
hsa-miR-431-5p,miRNA,-1.0
hsa-miR-4319,miRNA,-1.0
hsa-miR-433,miRNA,-1.0
hsa-mir-448,miRNA,-1.0
hsa-miR-450a-3p,miRNA,-1.0
hsa-miR-4644,miRNA,-1.0
hsa-miR-4735-5p,miRNA,-1.0
hsa-mir-488-3p,miRNA,-1.0
hsa-mir-494-3p,miRNA,-1.0
hsa-miR-503-3p,miRNA,-1.0
hsa-miR-506-3p,miRNA,-1.0
hsa-miR-519d,miRNA,-1.0
hsa-miR-520f,miRNA,-1.0
hsa-miR-539-3p,miRNA,-1.0
hsa-miR-551a,miRNA,-1.0
hsa-miR-5688,miRNA,-1.0
hsa-miR-6088,miRNA,-1.0
hsa-mir-615-3p,miRNA,-1.0
hsa-miR-6504-3p,miRNA,-1.0
hsa-mir-652-3p,miRNA,-1.0
hsa-miR-670,miRNA,-1.0
hsa-mir-6807,miRNA,-1.0
hsa-mir-6838,miRNA,-1.0
hsa-miR-6866-3p,miRNA,-1.0
hsa-miR-6893-3p,miRNA,-1.0
hsa-miR-7153-5p,miRNA,-1.0
hsa-miR-760,miRNA,-1.0
hsa-miR-874,miRNA,-1.0
hsa-mir-92a-1-5p,miRNA,-1.0
hsa-mir-93-3p,miRNA,-1.0
hsa-mir-98,miRNA,-1.0
hsa-mir-10a-3p,miRNA,-1.0
hsa-mir-10b-3p,miRNA,-1.0
hsa-miR-1251,miRNA,-1.0
hsa-miR-184,miRNA,-1.0
hsa-mir-21-3p,miRNA,-1.0
hsa-miR-375,miRNA,-1.0
hsa-miR-378d,miRNA,-1.0
hsa-miR-378e,miRNA,-1.0
hsa-miR-412,miRNA,-1.0
hsa-miR-4770,miRNA,-1.0
hsa-miR-4782-5p,miRNA,-1.0
hsa-miR-487a,miRNA,-1.0
miR-489,miRNA,-1.0
hsa-miR-500b,miRNA,-1.0
hsa-mir-6766,miRNA,-1.0
hsa-mir-744-3p,miRNA,-1.0
BCCIP,protein,-1.0
BUD13,protein,-1.0
DDX3X,protein,-1.0
DDX55,protein,-1.0
DDX59,protein,-1.0
DHX30,protein,-1.0
DKC1,protein,-1.0
EIF3D,protein,-1.0
EIF3H,protein,-1.0
FAM120A,protein,-1.0
FAKD2,protein,-1.0
FKBP4,protein,-1.0
FUBP3,protein,-1.0
GRSF1,protein,-1.0
GRWD1,protein,-1.0
HNRPK,protein,-1.0
IF2B1,protein,-1.0
ILF3,protein,-1.0
LARP4,protein,-1.0
hLARP7,protein,-1.0
LSM11,protein,-1.0
NCBP2,protein,-1.0
NKRF,protein,-1.0
NOL12,protein,-1.0
NOLC1,protein,-1.0
PPIG,protein,-1.0
PRP17,protein,-1.0
PRPF8,protein,-1.0
RBM15,protein,-1.0
RBM22,protein,-1.0
RNC,protein,-1.0
Ro60,protein,-1.0
RPB7,protein,-1.0
RPS3,protein,-1.0
SAP61,protein,-1.0
SAP49,protein,-1.0
SLTM,protein,-1.0
SND1,protein,-1.0
SMNDC1,protein,-1.0
SFRS7,protein,-1.0
SRSF9,protein,-1.0
SUGP2,protein,-1.0
SUV3,protein,-1.0
TCP4,protein,-1.0
TRA2A,protein,-1.0
U2AF1,protein,-1.0
U5S1,protein,-1.0
UCHL5,protein,-1.0
XPO5,protein,-1.0
XRCC6,protein,-1.0
XRN2,protein,-1.0
ZC11A,protein,-1.0
YWHAG,protein,-1.0
AGGF1,protein,-1.0
DDX24,protein,-1.0
EXOS5,protein,-1.0
FTO,protein,-1.0
FUBP2,protein,-1.0
FXR1,protein,-1.0
GEMI5,protein,-1.0
GNL3,protein,-1.0
GPKOW,protein,-1.0
HLTF,protein,-1.0
IF2B2,protein,-1.0
EIF4G2,protein,-1.0
KHDR1,protein,-1.0
METAP2,protein,-1.0
SAKI,protein,-1.0
SERBP1,protein,-1.0
PAPD1,protein,-1.0
PPIL4,protein,-1.0
RBFOX2,protein,-1.0
SAFB2,protein,-1.0
SBDS,protein,-1.0
SAP155,protein,-1.0
SLBP,protein,-1.0
SYAC,protein,-1.0
T2FA,protein,-1.0
YBOX3,protein,-1.0
ZNF622,protein,-1.0
ZRAB2,protein,-1.0
SFRS2,protein,-1.0
RC3H1,protein,-1.0
ELAVL2,protein,-1.0
ELAV3,protein,-1.0
CELF4,protein,-1.0
RRP44,protein,-1.0
SUZ12,protein,-1.0
AGO3,protein,-1.0
AGO4,protein,-1.0
MSI1H,protein,-1.0
MBNL2,protein,-1.0
LAR4B,protein,-1.0
SPPL3,protein,-1.0
HNRPG,protein,-1.0
YTDC1,protein,-1.0
FBL,protein,-1.0
RNMT,protein,-1.0
DDX54,protein,-1.0
HDAC9,protein,-1.0
SSB,protein,-1.0
GLCCI1,mRNA,-1.0
ETNK1,mRNA,-1.0
CMPK1,mRNA,-1.0
NEDD4,mRNA,-1.0
ATL2,mRNA,-1.0
HIF1AN,mRNA,-1.0
CDHR1,mRNA,-1.0
DUSP14,mRNA,-1.0
PDPN,mRNA,-1.0
C7orf25,mRNA,-1.0
TXLNA,mRNA,-1.0
UXS1,mRNA,-1.0
TFAP4,mRNA,-1.0
IPPK,mRNA,-1.0
VLDLR,mRNA,-1.0
MFHAS1,mRNA,-1.0
ANKRD40,mRNA,-1.0
HAUS3,mRNA,-1.0
UHMK1,mRNA,-1.0
CREBRF,mRNA,-1.0
TBPL1,mRNA,-1.0
CA2,mRNA,-1.0
DDX17,mRNA,-1.0
SESN3,mRNA,-1.0
SLC25A25,mRNA,-1.0
KLHL15,mRNA,-1.0
E2F5,mRNA,-1.0
TOMM5,mRNA,-1.0
SLC17A5,mRNA,-1.0
FAM160B1,mRNA,-1.0
ELK4,mRNA,-1.0
SIX4,mRNA,-1.0
AHNAK,mRNA,-1.0
HMGA2,mRNA,-1.0
TSPAN3,mRNA,-1.0
SSX2IP,mRNA,-1.0
MSI2,mRNA,-1.0
NCS1,mRNA,-1.0
FAM171A1,mRNA,-1.0
CDC5L,mRNA,-1.0
RALGPS2,mRNA,-1.0
TGIF1,mRNA,-1.0
TRIM52,mRNA,-1.0
NFIL3,mRNA,-1.0
HOXA10,mRNA,-1.0
EMC10,mRNA,-1.0
KAT6A,mRNA,-1.0
MYB,mRNA,-1.0
FNBP1L,mRNA,-1.0
ACVR1,mRNA,-1.0
LBR,mRNA,-1.0
RUFY2,mRNA,-1.0
CAB39,mRNA,-1.0
FAM129A,mRNA,-1.0
HN1,mRNA,-1.0
WDR61,mRNA,-1.0
PSMB5,mRNA,-1.0
VEGFA,mRNA,-1.0
E2F3,mRNA,-1.0
OSTM1,mRNA,-1.0
HSPA1A,mRNA,-1.0
UQCR11,mRNA,-1.0
INHBB,mRNA,-1.0
TUBB,mRNA,-1.0
HIST1H3D,mRNA,-1.0
APP,mRNA,-1.0
TRIO,mRNA,-1.0
PAK2,mRNA,-1.0
ITPKB,mRNA,-1.0
UBE2E1,mRNA,-1.0
BCOR,mRNA,-1.0
AMMECR1L,mRNA,-1.0
KIF21A,mRNA,-1.0
TOP2A,mRNA,-1.0
STMN1,mRNA,-1.0
DOCK5,mRNA,-1.0
C6orf120,mRNA,-1.0
FXR1,mRNA,-1.0
MMGT1,mRNA,-1.0
ADO,mRNA,-1.0
TNPO1,mRNA,-1.0
GNAI1,mRNA,-1.0
YAP1,mRNA,-1.0
TMBIM6,mRNA,-1.0
POGZ,mRNA,-1.0
ARF3,mRNA,-1.0
MPHOSPH9,mRNA,-1.0
CKB,mRNA,-1.0
C5orf42,mRNA,-1.0
ZCCHC3,mRNA,-1.0
ADAM9,mRNA,-1.0
DMTF1,mRNA,-1.0
PPARD,mRNA,-1.0
LRRC1,mRNA,-1.0
ZNF367,mRNA,-1.0
MGAT4A,mRNA,-1.0
RAP2C,mRNA,-1.0
INSIG1,mRNA,-1.0
TCF7L2,mRNA,-1.0
ARG2,mRNA,-1.0
NIPBL,mRNA,-1.0
DDX6,mRNA,-1.0
ACTR1A,mRNA,-1.0
ZBTB43,mRNA,-1.0
MIDN,mRNA,-1.0
SALL1,mRNA,-1.0
REEP4,mRNA,-1.0
TMEM19,mRNA,-1.0
AKIRIN1,mRNA,-1.0
DDIT4,mRNA,-1.0
PLCL2,mRNA,-1.0
C11orf30,mRNA,-1.0
GNAI2,mRNA,-1.0
GADD45A,mRNA,-1.0
PROX1,mRNA,-1.0
ARHGAP32,mRNA,-1.0
CCT4,mRNA,-1.0
REV3L,mRNA,-1.0
GLI3,mRNA,-1.0
KIF3A,mRNA,-1.0
GATA6,mRNA,-1.0
CHD7,mRNA,-1.0
SAV1,mRNA,-1.0
ANP32B,mRNA,-1.0
ATP13A3,mRNA,-1.0
IREB2,mRNA,-1.0
HIST1H3B,mRNA,-1.0
CSDE1,mRNA,-1.0
CDS1,mRNA,-1.0
DICER1,mRNA,-1.0
DUSP11,mRNA,-1.0
EEF2,mRNA,-1.0
SLC2A4RG,mRNA,-1.0
WDR36,mRNA,-1.0
ETF1,mRNA,-1.0
CPE,mRNA,-1.0
GPR180,mRNA,-1.0
ZNF583,mRNA,-1.0
C1orf174,mRNA,-1.0
GNL3L,mRNA,-1.0
CPSF4,mRNA,-1.0
CDC37L1,mRNA,-1.0
WDR82,mRNA,-1.0
TTC9C,mRNA,-1.0
VIM,mRNA,-1.0
ZFAND5,mRNA,-1.0
SLC44A1,mRNA,-1.0
PEX12,mRNA,-1.0
MATR3,mRNA,-1.0
HIST1H2BD,mRNA,-1.0
RNF135,mRNA,-1.0
TLE4,mRNA,-1.0
DERL1,mRNA,-1.0
MAT2A,mRNA,-1.0
BUB3,mRNA,-1.0
LMBR1L,mRNA,-1.0
EPHA4,mRNA,-1.0
LEPROT,mRNA,-1.0
CDC23,mRNA,-1.0
MTMR4,mRNA,-1.0
TAOK2,mRNA,-1.0
HOXD13,mRNA,-1.0
TBC1D13,mRNA,-1.0
GALNT7,mRNA,-1.0
TES,mRNA,-1.0
SIPA1L2,mRNA,-1.0
CCNT2,mRNA,-1.0
GNB1,mRNA,-1.0
HOXA5,mRNA,-1.0
MLXIP,mRNA,-1.0
GXYLT1,mRNA,-1.0
ZNF512,mRNA,-1.0
C1orf52,mRNA,-1.0
RRM1,mRNA,-1.0
RBM27,mRNA,-1.0
LPP,mRNA,-1.0
TIMM17A,mRNA,-1.0
BCL2,mRNA,-1.0
ADAM10,mRNA,-1.0
GFM1,mRNA,-1.0
ARID2,mRNA,-1.0
EID2B,mRNA,-1.0
URB2,mRNA,-1.0
KIF23,mRNA,-1.0
TNRC6C,mRNA,-1.0
RTN4,mRNA,-1.0
NDUFC1,mRNA,-1.0
LAPTM4A,mRNA,-1.0
ZFYVE26,mRNA,-1.0
ZFP62,mRNA,-1.0
STRN3,mRNA,-1.0
UBE2B,mRNA,-1.0
NFE2L1,mRNA,-1.0
LRP6,mRNA,-1.0
BRPF3,mRNA,-1.0
RND3,mRNA,-1.0
MBNL2,mRNA,-1.0
HIF1A,mRNA,-1.0
GAS1,mRNA,-1.0
RCN2,mRNA,-1.0
NUCKS1,mRNA,-1.0
DCAF8,mRNA,-1.0
CERS2,mRNA,-1.0
HOXB7,mRNA,-1.0
PURG,mRNA,-1.0
SZRD1,mRNA,-1.0
PPP6C,mRNA,-1.0
CAND1,mRNA,-1.0
CASP3,mRNA,-1.0
TBC1D9,mRNA,-1.0
NFIC,mRNA,-1.0
DCAF10,mRNA,-1.0
TOP1,mRNA,-1.0
ASNA1,mRNA,-1.0
MLLT10,mRNA,-1.0
CCT6A,mRNA,-1.0
ZNF503,mRNA,-1.0
MYLIP,mRNA,-1.0
PAPD5,mRNA,-1.0
HNRNPA2B1,mRNA,-1.0
COG2,mRNA,-1.0
ZNF800,mRNA,-1.0
LIFR,mRNA,-1.0
ZNF507,mRNA,-1.0
GRIPAP1,mRNA,-1.0
MEX3B,mRNA,-1.0
OAZ1,mRNA,-1.0
ZNF711,mRNA,-1.0
ANTXR1,mRNA,-1.0
CFL2,mRNA,-1.0
SOD1,mRNA,-1.0
SCML2,mRNA,-1.0
ZNF483,mRNA,-1.0
HPRT1,mRNA,-1.0
B3GNT2,mRNA,-1.0
NSD1,mRNA,-1.0
TMEM41B,mRNA,-1.0
ATP5G3,mRNA,-1.0
POLDIP2,mRNA,-1.0
MFN2,mRNA,-1.0
DUSP4,mRNA,-1.0
PRRG1,mRNA,-1.0
JARID2,mRNA,-1.0
E2F7,mRNA,-1.0
GLO1,mRNA,-1.0
SNAPC1,mRNA,-1.0
PTP4A1,mRNA,-1.0
BTG2,mRNA,-1.0
FLVCR1,mRNA,-1.0
VGLL4,mRNA,-1.0
HOXC8,mRNA,-1.0
MYCBP2,mRNA,-1.0
ERLIN2,mRNA,-1.0
C1orf56,mRNA,-1.0
PPCS,mRNA,-1.0
SLC41A1,mRNA,-1.0
DDX3X,mRNA,-1.0
TCERG1,mRNA,-1.0
MAZ,mRNA,-1.0
ITGA5,mRNA,-1.0
NRBP1,mRNA,-1.0
EIF4G2,mRNA,-1.0
MED10,mRNA,-1.0
FRS2,mRNA,-1.0
MZT1,mRNA,-1.0
UNC5B,mRNA,-1.0
USP31,mRNA,-1.0
ARL5B,mRNA,-1.0
RBL2,mRNA,-1.0
RSBN1,mRNA,-1.0
TXNIP,mRNA,-1.0
DYNLT1,mRNA,-1.0
RAB5B,mRNA,-1.0
USP48,mRNA,-1.0
NID1,mRNA,-1.0
SRPR,mRNA,-1.0
CAMLG,mRNA,-1.0
CUL5,mRNA,-1.0
STAM2,mRNA,-1.0
APH1A,mRNA,-1.0
ERGIC2,mRNA,-1.0
MON2,mRNA,-1.0
RBAK,mRNA,-1.0
PDE5A,mRNA,-1.0
FOSL2,mRNA,-1.0
SMYD5,mRNA,-1.0
UBE2Z,mRNA,-1.0
RPA2,mRNA,-1.0
FBXO28,mRNA,-1.0
DUSP5,mRNA,-1.0
GPR137C,mRNA,-1.0
FOXP2,mRNA,-1.0
TRPS1,mRNA,-1.0
CCNG1,mRNA,-1.0
PCBD1,mRNA,-1.0
C7orf43,mRNA,-1.0
UBN2,mRNA,-1.0
ENPP5,mRNA,-1.0
GPR137B,mRNA,-1.0
KLF6,mRNA,-1.0
MINK1,mRNA,-1.0
MCM7,mRNA,-1.0
C18orf54,mRNA,-1.0
RBBP7,mRNA,-1.0
CEP120,mRNA,-1.0
WASF2,mRNA,-1.0
FUBP1,mRNA,-1.0
FAM120A,mRNA,-1.0
ARID4A,mRNA,-1.0
RNPS1,mRNA,-1.0
CCDC117,mRNA,-1.0
PPAP2B,mRNA,-1.0
TMEM184B,mRNA,-1.0
MARCKS,mRNA,-1.0
RASSF5,mRNA,-1.0
SNRPD3,mRNA,-1.0
ZIC2,mRNA,-1.0
DNAJC9,mRNA,-1.0
TUBB6,mRNA,-1.0
TMEM87B,mRNA,-1.0
BAZ2B,mRNA,-1.0
RBBP6,mRNA,-1.0
SLC4A7,mRNA,-1.0
SPCS3,mRNA,-1.0
CHCHD10,mRNA,-1.0
MXD1,mRNA,-1.0
TGOLN2,mRNA,-1.0
XPO7,mRNA,-1.0
RAI14,mRNA,-1.0
RPL15,mRNA,-1.0
VAMP3,mRNA,-1.0
KIAA1109,mRNA,-1.0
PPIL1,mRNA,-1.0
FBXW7,mRNA,-1.0
ATP8A1,mRNA,-1.0
CDK16,mRNA,-1.0
C2orf68,mRNA,-1.0
ZBTB39,mRNA,-1.0
SEMA6D,mRNA,-1.0
RBMS1,mRNA,-1.0
APLP2,mRNA,-1.0
RNF2,mRNA,-1.0
LSM11,mRNA,-1.0
ANKRA2,mRNA,-1.0
NOTCH1,mRNA,-1.0
MDM2,mRNA,-1.0
MACF1,mRNA,-1.0
NEK4,mRNA,-1.0
CENPQ,mRNA,-1.0
POU2F1,mRNA,-1.0
EIF4A2,mRNA,-1.0
PLEKHA3,mRNA,-1.0
RNF125,mRNA,-1.0
STYX,mRNA,-1.0
MASTL,mRNA,-1.0
SUSD1,mRNA,-1.0
PANK1,mRNA,-1.0
YTHDF2,mRNA,-1.0
AP1S3,mRNA,-1.0
TUB,mRNA,-1.0
CYP2U1,mRNA,-1.0
NOTCH2,mRNA,-1.0
YTHDF1,mRNA,-1.0
FBXO34,mRNA,-1.0
GAN,mRNA,-1.0
BCL2L11,mRNA,-1.0
DSTYK,mRNA,-1.0
ZNF652,mRNA,-1.0
ZNF25,mRNA,-1.0
YOD1,mRNA,-1.0
CKAP4,mRNA,-1.0
PCF11,mRNA,-1.0
JPH1,mRNA,-1.0
GPBP1,mRNA,-1.0
CD46,mRNA,-1.0
SFT2D3,mRNA,-1.0
MIS12,mRNA,-1.0
MSX1,mRNA,-1.0
WRNIP1,mRNA,-1.0
NF1,mRNA,-1.0
CDK17,mRNA,-1.0
SPEN,mRNA,-1.0
HLA-C,mRNA,-1.0
SEP15,mRNA,-1.0
ATP1A1,mRNA,-1.0
PTGFRN,mRNA,-1.0
BTBD3,mRNA,-1.0
LRIG2,mRNA,-1.0
FBXO33,mRNA,-1.0
PURA,mRNA,-1.0
PIGC,mRNA,-1.0
GOLGA4,mRNA,-1.0
GFPT2,mRNA,-1.0
MYO1B,mRNA,-1.0
SPOPL,mRNA,-1.0
DYNLL2,mRNA,-1.0
DYRK2,mRNA,-1.0
PHACTR4,mRNA,-1.0
SERF2,mRNA,-1.0
AEN,mRNA,-1.0
KLF9,mRNA,-1.0
SLC20A2,mRNA,-1.0
ADAMTS1,mRNA,-1.0
BLMH,mRNA,-1.0
ZNF280B,mRNA,-1.0
TOPORS,mRNA,-1.0
RAVER2,mRNA,-1.0
AKT3,mRNA,-1.0
RUSC1,mRNA,-1.0
CAMK2N1,mRNA,-1.0
RORA,mRNA,-1.0
PHGDH,mRNA,-1.0
TAF4B,mRNA,-1.0
LAMA3,mRNA,-1.0
SEC22C,mRNA,-1.0
ZNRF2,mRNA,-1.0
LURAP1L,mRNA,-1.0
VHL,mRNA,-1.0
PHF2,mRNA,-1.0
HOXA3,mRNA,-1.0
ENOPH1,mRNA,-1.0
PON2,mRNA,-1.0
FAM8A1,mRNA,-1.0
ANXA2,mRNA,-1.0
NFAT5,mRNA,-1.0
LSM1,mRNA,-1.0
FOXO1,mRNA,-1.0
MIER2,mRNA,-1.0
STRAP,mRNA,-1.0
CALD1,mRNA,-1.0
HNRNPL,mRNA,-1.0
EIF4G1,mRNA,-1.0
ZHX1,mRNA,-1.0
CHD1,mRNA,-1.0
LSS,mRNA,-1.0
UCHL1,mRNA,-1.0
PTPRD,mRNA,-1.0
SYNJ1,mRNA,-1.0
BCL2L2-PABPN1,mRNA,-1.0
CD164,mRNA,-1.0
RPS15,mRNA,-1.0
SEPT3,mRNA,-1.0
FAHD1,mRNA,-1.0
RNF38,mRNA,-1.0
NPTX1,mRNA,-1.0
HSPA1B,mRNA,-1.0
RHPN2,mRNA,-1.0
TMEM9B,mRNA,-1.0
XRCC5,mRNA,-1.0
HECA,mRNA,-1.0
CHD4,mRNA,-1.0
JMJD1C,mRNA,-1.0
ATP5O,mRNA,-1.0
SYDE2,mRNA,-1.0
ZIC5,mRNA,-1.0
ARID4B,mRNA,-1.0
TTL,mRNA,-1.0
DENND4B,mRNA,-1.0
CAMTA1,mRNA,-1.0
SLC25A13,mRNA,-1.0
SOBP,mRNA,-1.0
AKAP11,mRNA,-1.0
MRRF,mRNA,-1.0
SNRK,mRNA,-1.0
IRF2BP2,mRNA,-1.0
VPS33B,mRNA,-1.0
UBN1,mRNA,-1.0
CCNJ,mRNA,-1.0
IER3IP1,mRNA,-1.0
NUFIP2,mRNA,-1.0
ST6GALNAC6,mRNA,-1.0
PPP1R15B,mRNA,-1.0
RAPGEF2,mRNA,-1.0
MAP1B,mRNA,-1.0
NDUFS2,mRNA,-1.0
CHD2,mRNA,-1.0
IRX3,mRNA,-1.0
ZFP36L1,mRNA,-1.0
FGD4,mRNA,-1.0
C3orf58,mRNA,-1.0
BLOC1S4,mRNA,-1.0
CCDC6,mRNA,-1.0
ABCC5,mRNA,-1.0
EP300,mRNA,-1.0
CCND2,mRNA,-1.0
ZBTB4,mRNA,-1.0
RNF11,mRNA,-1.0
TSR2,mRNA,-1.0
PI4K2B,mRNA,-1.0
SPAG9,mRNA,-1.0
BAZ1A,mRNA,-1.0
PAFAH1B2,mRNA,-1.0
GMNN,mRNA,-1.0
MYH10,mRNA,-1.0
CROT,mRNA,-1.0
RRAGD,mRNA,-1.0
PMM2,mRNA,-1.0
C6orf62,mRNA,-1.0
VCL,mRNA,-1.0
NPNT,mRNA,-1.0
HINT2,mRNA,-1.0
KIAA0226,mRNA,-1.0
VPS37B,mRNA,-1.0
SERPINB6,mRNA,-1.0
TNFRSF10D,mRNA,-1.0
PAPD4,mRNA,-1.0
RNF10,mRNA,-1.0
BCL9,mRNA,-1.0
LMBR1,mRNA,-1.0
REEP3,mRNA,-1.0
PPIL4,mRNA,-1.0
SLC9A6,mRNA,-1.0
SCML1,mRNA,-1.0
REEP5,mRNA,-1.0
ZHX2,mRNA,-1.0
WNK1,mRNA,-1.0
C5orf34,mRNA,-1.0
NAV1,mRNA,-1.0
PLS3,mRNA,-1.0
DCAF6,mRNA,-1.0
QDPR,mRNA,-1.0
ATXN7,mRNA,-1.0
PMAIP1,mRNA,-1.0
MYBL1,mRNA,-1.0
VPS54,mRNA,-1.0
CANX,mRNA,-1.0
ACLY,mRNA,-1.0
POMP,mRNA,-1.0
CDC42SE2,mRNA,-1.0
ATP11A,mRNA,-1.0
ATF1,mRNA,-1.0
PAIP2,mRNA,-1.0
GIGYF2,mRNA,-1.0
MIER1,mRNA,-1.0
SEC23B,mRNA,-1.0
WEE1,mRNA,-1.0
TTLL12,mRNA,-1.0
SNIP1,mRNA,-1.0
SLC9A1,mRNA,-1.0
RBMS2,mRNA,-1.0
ATAD2,mRNA,-1.0
PPARGC1B,mRNA,-1.0
DEPDC1B,mRNA,-1.0
FZD5,mRNA,-1.0
MINPP1,mRNA,-1.0
NLK,mRNA,-1.0
GORASP2,mRNA,-1.0
LDOC1L,mRNA,-1.0
TMEM64,mRNA,-1.0
LRRC8D,mRNA,-1.0
CACUL1,mRNA,-1.0
PLBD2,mRNA,-1.0
BICD2,mRNA,-1.0
RAD23B,mRNA,-1.0
RFK,mRNA,-1.0
TAOK1,mRNA,-1.0
YIPF4,mRNA,-1.0
FRAT2,mRNA,-1.0
POLR3F,mRNA,-1.0
MARCH6,mRNA,-1.0
SCD,mRNA,-1.0
SFPQ,mRNA,-1.0
SPRTN,mRNA,-1.0
RWDD2B,mRNA,-1.0
PPP1CC,mRNA,-1.0
WDR41,mRNA,-1.0
TFAM,mRNA,-1.0
ALCAM,mRNA,-1.0
ELOVL4,mRNA,-1.0
SNRPB,mRNA,-1.0
RAF1,mRNA,-1.0
PCMT1,mRNA,-1.0
NAPG,mRNA,-1.0
CRIM1,mRNA,-1.0
LAPTM4B,mRNA,-1.0
SUV420H1,mRNA,-1.0
RPL23,mRNA,-1.0
PHF3,mRNA,-1.0
MLYCD,mRNA,-1.0
PARP1,mRNA,-1.0
C16orf52,mRNA,-1.0
MARCH9,mRNA,-1.0
AP2A1,mRNA,-1.0
MIER3,mRNA,-1.0
NACC2,mRNA,-1.0
CENPO,mRNA,-1.0
GATA3,mRNA,-1.0
COPS7A,mRNA,-1.0
YRDC,mRNA,-1.0
RASA1,mRNA,-1.0
SACM1L,mRNA,-1.0
SLC38A2,mRNA,-1.0
MLEC,mRNA,-1.0
FAM20C,mRNA,-1.0
RGS2,mRNA,-1.0
TRIB1,mRNA,-1.0
MTHFD2,mRNA,-1.0
MED12L,mRNA,-1.0
CHUK,mRNA,-1.0
ZNF148,mRNA,-1.0
CCM2,mRNA,-1.0
HDAC1,mRNA,-1.0
ADRBK1,mRNA,-1.0
FAM46A,mRNA,-1.0
NKIRAS1,mRNA,-1.0
SESN1,mRNA,-1.0
MLK4,mRNA,-1.0
PRDM2,mRNA,-1.0
GPATCH8,mRNA,-1.0
TOB1,mRNA,-1.0
TMF1,mRNA,-1.0
TOB2,mRNA,-1.0
MAFG,mRNA,-1.0
SOX4,mRNA,-1.0
VCAN,mRNA,-1.0
SMARCD2,mRNA,-1.0
CALM3,mRNA,-1.0
VASP,mRNA,-1.0
KTI12,mRNA,-1.0
C14orf1,mRNA,-1.0
PHC3,mRNA,-1.0
TLE3,mRNA,-1.0
POLQ,mRNA,-1.0
ZBTB34,mRNA,-1.0
DUSP1,mRNA,-1.0
SACS,mRNA,-1.0
INADL,mRNA,-1.0
NOL12,mRNA,-1.0
RAD21,mRNA,-1.0
RGMB,mRNA,-1.0
SPRED1,mRNA,-1.0
CLINT1,mRNA,-1.0
TNKS2,mRNA,-1.0
NRP1,mRNA,-1.0
SCD5,mRNA,-1.0
BIRC5,mRNA,-1.0
NUP160,mRNA,-1.0
SETD1B,mRNA,-1.0
KDM3B,mRNA,-1.0
PMEPA1,mRNA,-1.0
DGKH,mRNA,-1.0
SETD5,mRNA,-1.0
LGR4,mRNA,-1.0
CDK2AP1,mRNA,-1.0
SMNDC1,mRNA,-1.0
PPIF,mRNA,-1.0
ZMYND8,mRNA,-1.0
SOWAHC,mRNA,-1.0
TMEM25,mRNA,-1.0
AFF4,mRNA,-1.0
ENTPD4,mRNA,-1.0
RNF103,mRNA,-1.0
ARL6IP1,mRNA,-1.0
HNRNPU,mRNA,-1.0
CALU,mRNA,-1.0
CNOT8,mRNA,-1.0
BAMBI,mRNA,-1.0
ZCCHC2,mRNA,-1.0
H2AFY,mRNA,-1.0
XPNPEP1,mRNA,-1.0
RNF122,mRNA,-1.0
KIF2A,mRNA,-1.0
SV2A,mRNA,-1.0
OSBPL8,mRNA,-1.0
GGA2,mRNA,-1.0
OGT,mRNA,-1.0
KPNA4,mRNA,-1.0
SLC6A6,mRNA,-1.0
TMEM138,mRNA,-1.0
WDR1,mRNA,-1.0
GIGYF1,mRNA,-1.0
GOLT1B,mRNA,-1.0
DKC1,mRNA,-1.0
CNOT4,mRNA,-1.0
TNFRSF12A,mRNA,-1.0
LIN28B,mRNA,-1.0
ARSK,mRNA,-1.0
DCBLD2,mRNA,-1.0
NAE1,mRNA,-1.0
ZNF281,mRNA,-1.0
ZNF91,mRNA,-1.0
PPP1R11,mRNA,-1.0
MFSD6,mRNA,-1.0
PDK3,mRNA,-1.0
CYB561D1,mRNA,-1.0
HNRNPH3,mRNA,-1.0
ACTR2,mRNA,-1.0
SEC22B,lncRNA,-1.0
S100A11,mRNA,-1.0
ACVR2B,mRNA,-1.0
UEVLD,mRNA,-1.0
ELOF1,mRNA,-1.0
SPTLC1,mRNA,-1.0
ZNF197,mRNA,-1.0
LUC7L3,mRNA,-1.0
VPS37A,mRNA,-1.0
TEX2,mRNA,-1.0
GSPT1,mRNA,-1.0
SYNCRIP,mRNA,-1.0
MTRR,mRNA,-1.0
PSMD10,mRNA,-1.0
SLK,mRNA,-1.0
UBR5,mRNA,-1.0
PIP5K1A,mRNA,-1.0
MAX,mRNA,-1.0
ID3,mRNA,-1.0
FAM53C,mRNA,-1.0
PHTF2,mRNA,-1.0
FGFR3,mRNA,-1.0
E2F8,mRNA,-1.0
LRIG1,mRNA,-1.0
